,São Paulo,Minas Gerais,Paraná,Rio Grande do Sul,Rio de Janeiro,Bahia,Pernambuco,Santa Catarina,Ceará,Goiás,Pará,Maranhão,Espírito Santo,Rio Grande do Norte,Paraíba,Distrito Federal,Mato Grosso do Sul,Piauí,Alagoas,Mato Grosso,Amazonas,Sergipe,Tocantins,Rondônia,Acre,Roraima,Amapá
2008/Fev,172.83491472999998,70.3010895,48.855046460000004,45.89770482,44.122593189999996,33.41012406,26.222079100000002,24.409572920000002,27.64330486,18.14937427,20.12608101,13.452263929999999,10.03288643,9.11010887,10.87158962,10.2159568,8.27928879,9.7116802,8.1122203,7.92989493,7.934652099999999,4.63685076,5.05193207,1.9407926299999998,1.74397866,0.77168783,1.27506372
2008/Mar,170.48184956,79.11900551000001,55.61179107,52.92869592,42.89266552,41.3017034,30.71636181,27.4834805,30.085370219999998,20.992213030000002,22.14937582,14.75089533,12.26204908,10.126626539999998,12.348758140000001,11.62791826,9.79388878,10.42819109,9.21050556,9.41636768,8.64151713,5.017838070000001,5.20015187,1.95572168,2.05743902,0.8760911800000001,1.17774593
2008/Abr,170.27828595,79.04632241,56.11513582,51.97241677,45.295962859999996,42.826993619999996,30.58933279,27.80664144,31.376221,21.0494773,23.43668275,15.148647109999999,12.45346698,10.96423485,12.68096513,11.92201536,8.99754275,10.227943,10.466691939999999,9.39058803,8.53157649,5.26595103,5.34371473,2.1433538100000002,2.05782969,0.8969525300000001,1.39637151
2008/Mai,172.40218059,79.26807012,55.57483193,51.67935079,43.95134946,42.07129417,31.40955323,28.35427952,31.18990462,19.16254679,23.8610808,14.54367992,11.78978609,11.03287123,13.25841171,11.900817,9.84210859,10.56214866,9.84409603,9.37819725,9.07990215,5.36709494,5.34448799,2.28038258,2.2265779300000004,1.02728873,1.41152077
2008/Jun,175.41659583,79.60865253,56.09475474,53.75967401,44.102925770000006,39.9100424,28.947510920000003,28.993292760000003,29.46396511,20.332533920000003,23.502915899999998,14.55397806,11.889687349999999,10.45059908,12.24668633,11.96927176,10.257782,10.46508893,10.28866811,9.4503006,8.64629577,4.98103636,5.39841309,2.6245429700000003,2.1125768199999997,0.9382935400000001,1.42089201
2008/Jul,179.5250021,82.20022447,59.80240207,56.391647770000006,44.34852004,57.66456093,30.98551577,30.049455690000002,30.30269199,20.008563149999997,22.54429126,14.536700199999999,12.205584140000001,11.11905352,13.0908426,11.299443,10.16782724,10.6180797,9.3854404,9.789875380000002,8.7558065,4.92882287,5.06146161,2.97342102,2.02912801,1.00434044,1.36723547
2008/Ago,179.89807022,80.37411708,56.69900113,56.23375874,42.48793951,43.25454333,31.70529679,28.887854620000002,29.30482151,21.041071329999998,23.25914828,14.60987257,12.384068189999999,10.81284019,12.67377435,11.54845189,9.60284349,10.64591752,9.26276768,8.98781195,8.331763969999999,4.5432525,5.21329038,2.93828629,1.8868718400000002,1.04529111,1.55034063
2008/Set,180.08220371000002,82.40014679000001,58.09198579,57.91017098,43.06646147,42.851268020000006,30.7038792,30.72571878,30.43502682,21.39609851,23.66769001,15.31788185,12.48695261,11.258681529999999,12.79063917,12.4225776,10.27246674,11.03794055,9.228201960000002,8.8430616,8.14808992,4.52567682,5.20140094,2.84393091,2.0848848,1.00374089,1.55016699
2008/Out,191.68522008000002,88.6134766,61.365941219999996,59.592124909999995,44.553314549999996,43.33257368,31.16507459,31.27439562,31.741382870000002,20.6105415,23.35257775,15.617699589999999,12.84625793,10.57219095,12.72766114,12.41997684,10.81411153,11.14337571,9.464597849999999,9.237298800000001,7.68166102,4.5660523799999995,6.01307144,2.8781532000000003,2.2308384500000003,1.05506343,1.6356765
2008/Nov,190.5397388,84.48699610999999,59.66720862,57.56574208,41.351511509999995,40.946908969999996,30.88923412,29.99863578,30.4159596,19.91234749,23.53761341,15.64397386,12.88567754,10.16472086,12.45808228,12.30269899,10.371654900000001,10.58304966,9.57854001,9.4591928,7.76144521,4.71624196,5.20511437,2.78002262,2.12201312,1.22320073,1.64790331
2008/Dez,177.08638069,88.9286303,57.81619774,55.69692094,43.00978704,41.424654950000004,29.75944394,30.45460634,30.26390448,19.343787539999997,23.8361624,14.644528470000001,12.53157601,10.753451609999999,12.454203960000001,12.0056696,9.140959800000001,10.15173846,9.36124791,9.210598630000002,7.76478266,4.27262788,5.6149189,2.65180489,2.19665169,1.23652918,1.6493807600000001
2009/Jan,192.32155736,99.01815584,60.38159399,61.52238002,60.87040036,43.85659459,58.86067833,32.08220352,32.12306516,20.81788066,25.39715743,16.50917438,13.448667550000001,10.207998289999999,13.4670881,13.150489,9.771575460000001,12.41195666,10.12188147,10.03958241,8.607222740000001,5.037054400000001,6.02243754,3.14756624,2.1522392999999997,1.1862813600000002,1.7023074299999998
2009/Fev,178.59637679,83.67511983,57.23910163,52.10163777,40.65784156,41.09471703,30.04065229,29.84565579,28.875478530000002,20.20126116,23.045700699999998,15.32380001,11.90275205,10.721328369999998,12.52148465,12.358825509999999,9.64870617,10.89619727,8.994586400000001,9.3265764,8.38596292,4.98321759,5.98420971,3.08210812,2.08677561,1.10622518,1.61760391
2009/Mar,216.95159157,100.24065184,69.0704882,65.11196549,52.74936957,51.47693068,37.06014886,34.921069200000005,36.01882632,24.17411921,28.22595776,19.00052861,14.490295470000001,12.29822711,16.45449351,14.44551857,11.7842901,13.75437444,12.04099668,11.68073078,9.20712928,6.50486257,6.64096462,4.19035533,2.47636426,1.42269018,1.8633765
2009/Abr,215.05301845,91.83132537,64.05467826,61.59082891,48.89560242,49.58551341,34.83520366,33.67749955,35.4456059,22.94395273,27.47802561,17.947811129999998,14.203837609999999,11.640067279999998,15.58984409,14.43421104,11.24077037,12.570578130000001,11.65121851,11.10264347,8.160517200000001,5.77273246,6.461045179999999,4.04025162,2.3968876299999997,1.37785919,1.8992153600000001
2009/Mai,212.89024816,97.28970306999999,68.68554295,64.40229162,51.16712965,50.68698415,36.1124367,34.05348316,34.89401682,23.78190669,26.61095191,18.27448344,15.160988210000001,12.3975242,16.50708017,14.62216793,11.1554459,12.93641998,11.47107917,11.49569405,8.56232243,6.111674219999999,6.62239784,3.94642371,2.6102618,1.3638830100000001,1.92901206
2009/Jun,212.6709008,95.72339653,67.93122706,63.090640549999996,57.231407479999994,48.85110839,34.552284590000006,35.68500553,33.399345339999996,23.66898157,26.42497011,18.10811236,14.34810203,12.62931937,14.97820745,14.2094138,11.796784619999999,12.20584071,10.955769810000001,11.38642593,9.484998710000001,5.78989543,6.30260271,3.37237796,2.1740981,1.3466608899999999,1.77615594
2009/Jul,214.04123742,100.0500087,70.95876264,69.13700487999999,53.48565768,51.07507325,35.30627911,38.33770414,34.45979632,23.29372339,26.331756260000002,18.0260712,15.19860134,13.17427704,16.332259230000002,14.459081789999999,11.956687539999999,12.883412779999999,11.345518140000001,11.65885538,9.465068519999999,6.122676139999999,6.330494799999999,3.72060886,2.05188516,1.3710193700000002,1.76573176
2009/Ago,215.21253608,98.96806476,69.22578395999999,66.06262979,51.22066143,53.38605882,37.15961641,37.11005524,34.12988737,25.83554414,27.89258269,18.56652468,15.633491300000001,12.74432816,16.03749047,15.05199346,12.42033671,12.877691949999999,11.71515735,12.33907728,9.26700658,6.1056749,6.65701675,3.78732326,1.71470791,1.52969618,2.03876273
2009/Set,214.13544445,98.20211908,67.84996851999999,65.22201132000001,48.481294829999996,50.8948175,35.870149700000006,36.516827060000004,33.41035178,25.151192719999997,27.231854350000003,18.71060719,14.88433935,13.44006699,15.829092730000001,14.04571183,11.48976873,12.48661677,11.73205072,11.60018711,9.09282355,6.01991261,6.2798238,3.67936994,1.34153234,1.5734186799999998,1.82003362
2009/Out,216.05658261000002,96.96239426999999,68.55820928,67.56940919,48.66799609,50.114090450000006,36.73830753,36.2079685,33.74312925,24.72993386,27.59995769,19.04499331,14.470016359999999,13.52603442,17.07337225,13.16277524,11.69848788,12.54151667,12.05009388,11.262247369999999,9.21840734,5.85249957,6.63717555,3.8661469900000003,2.2884588999999997,1.51739192,1.80609238
2009/Nov,208.97389203999998,94.76763912999999,67.15849697,64.1891153,49.685211689999996,48.79285688,34.22013811,35.45141703,32.285582670000004,24.09013018,26.784181739999998,18.37301922,14.56115072,13.15339869,15.71838126,13.1975967,11.28678717,12.421929890000001,11.89595183,11.73497074,8.67406802,5.7229882199999995,6.4524780999999996,3.6678086000000003,2.46271279,1.59781124,1.66931882
2009/Dez,192.12709909999998,92.41277073,63.09427428,62.24428279999999,44.4078568,47.4278307,32.9466584,34.36013647,31.98144073,23.172590109999998,25.51128554,17.558736879999998,13.83295449,12.49312823,14.643961699999998,12.88950922,10.81472924,11.09820701,11.01610425,11.06538168,8.36578846,5.20110049,6.29088184,3.63347179,2.2549002000000002,1.53694182,1.55108336
2010/Jan,213.46788576,95.80655642,66.90264363,65.48838787,55.99370991,48.61276125,79.46784854,34.093173060000005,34.00196262,24.61575215,26.421157739999998,19.28209356,14.019840330000001,12.729297560000001,15.25355769,13.48404667,11.57071838,12.554360189999999,11.20058626,11.83999016,9.38694503,6.26103157,6.25563025,3.81231559,2.38153593,1.61778176,1.7130374499999999
2010/Fev,195.78479523,90.76489028,64.50113364,56.964528310000006,44.82045433,44.513251780000004,32.17425818,33.608566259999996,30.730683210000002,21.86280798,25.48355306,17.56910152,13.04182098,11.551990570000001,14.01870286,13.29573866,10.92076016,11.39806783,10.24356876,10.82651286,8.37304881,5.75403225,5.77224805,3.91177603,2.07998105,1.45229535,1.44848925
2010/Mar,239.32393216,107.38985003,77.13887059999999,69.93357714,54.457993439999996,54.612375130000004,39.706054710000004,38.776130280000004,36.10933017,26.554387039999998,28.537493859999998,21.31609003,16.87567605,15.162136630000001,16.62207593,14.92838444,13.20408581,13.60608588,13.19795695,13.2436841,10.32115001,7.057311820000001,7.12172792,4.66306075,2.56483777,1.81700416,1.85018141
2010/Abr,221.17299121000002,100.82976737999999,70.75539699,66.48683562,78.11809631,51.537423450000006,37.928940850000004,36.70500171,34.13957393,24.60712259,26.94992337,19.804547239999998,15.184135289999999,13.64931945,16.20560799,13.535496109999999,11.711475199999999,12.1571421,12.543380699999998,12.24070264,9.99016413,6.75826465,6.81594493,4.52454488,2.58831806,1.7157621,1.86022548
2010/Mai,231.77754943,105.4855678,73.45675671,69.10836747,56.007801979999996,55.43669273,44.76587618,38.08580313,36.83861426,30.10061503,28.43642505,20.646225469999997,15.91326387,14.24202319,17.03039364,14.39459986,12.671896779999999,13.077016550000002,13.186678,12.781426230000001,9.767161230000001,7.4523604400000005,7.05245827,4.77875526,2.53852567,1.93373303,1.7393710900000001
2010/Jun,223.93379866,99.66611596,71.83902089,67.57077009000001,51.43582633,47.47879939,36.269244619999995,37.686277049999994,33.48637949,24.54662705,26.947713850000003,19.8872249,15.18919744,12.55183185,15.16461287,13.863063,12.584046800000001,12.062273730000001,11.56447661,11.6140629,9.1518385,5.958403639999999,6.3542419599999995,4.3697332300000005,2.3197864100000003,1.84906595,1.82649245
2010/Jul,224.06791411,103.35699564,73.01383077,70.07475473000001,53.86128443,51.14958531,35.93063479,38.57408503,34.32045426,24.647099100000002,26.12535773,20.272804230000002,15.92949586,13.470311650000001,16.55734962,14.05158656,11.808910050000001,11.78609956,11.698448970000001,12.19393116,9.140196880000001,6.660243299999999,6.87259957,4.63243912,2.2791566000000003,1.87720462,1.82743346
2010/Ago,248.01013050999998,107.84425969,76.15100695000001,70.88400917,57.86728517,53.62680952,40.11599738,40.25618861,35.53381382,27.304926440000003,27.761867940000002,20.504334399999998,17.00098844,14.15697775,16.38138697,15.07333693,12.91715245,12.2978917,12.689693740000001,12.2131306,9.43722441,7.06151692,7.00697571,4.46430747,2.45459937,2.04606398,1.9337826
2010/Set,224.05298008000003,104.34113819,74.24096345000001,65.07979492,53.736019369999994,51.01322985,38.197831719999996,37.84022077,34.0341625,26.55759508,27.280175149999998,20.002266780000003,16.05530015,13.940868,15.59516302,14.6367244,12.42967806,11.99693827,12.333599130000001,11.92368394,9.74268049,6.92462871,6.6819519199999995,4.668642019999999,2.57892375,1.93948867,1.72122414
2010/Out,238.93545274000002,100.52540388,73.04238670000001,66.55601562,52.371157049999994,51.499348409999996,39.41065325,38.96385534,34.09212470000001,24.729254,26.52206212,19.67626018,16.76368401,13.27205748,15.6941234,14.05206336,12.52668104,12.3589503,12.24886723,11.70337519,9.99668644,6.66360422,6.80528069,4.4903682300000005,2.62544329,1.75767571,1.67941024
2010/Nov,225.48405946,101.9436255,76.36475027,66.09703085,50.22061543,51.20630737,37.84316954,38.29733952,32.80774983,24.00696352,26.68766381,19.1810188,16.48737966,13.47310756,15.58465756,14.27701684,12.30536094,11.68638333,12.10349269,11.48491722,9.53287827,6.69115075,6.574975360000001,4.42384008,2.51299515,1.52824534,1.6722338700000001
2010/Dez,210.61146051,99.5389536,70.51763839,61.73709813,50.89132843,49.57924989,38.12404311,34.73671557,33.2088445,23.93832742,26.322040530000002,18.37277076,15.45949521,12.78892915,14.675341730000001,12.47475739,11.19003282,11.41274789,10.972429230000001,11.23113425,9.33580305,6.4146423,6.38615799,4.3844300899999995,2.50058976,1.4851666000000001,1.51478777
2011/Jan,229.08700284,107.73891581999999,74.71278407,66.91891309,74.00561829,53.682160159999995,41.17605361,38.83971596,34.637771869999995,25.57915899,27.9997892,20.558875989999997,16.03003121,12.51657932,14.904674539999998,14.61165544,11.89402789,14.558579439999999,11.056588960000001,11.689015869999999,9.800511519999999,6.96822401,6.94186925,4.17352995,2.7495216499999997,1.60488645,1.86589298
2011/Fev,221.59804365,103.14077307,71.31474025,61.370763600000004,61.109436880000004,50.661593159999995,38.0339636,37.219889130000006,34.64938956,25.47149882,26.17089265,19.97762975,15.811419599999999,13.77568396,15.59084164,13.51024387,11.69174582,12.26575709,11.826444960000002,10.872461880000001,9.46166454,6.1181380899999995,6.5990816500000005,4.29308561,2.47351582,1.22017672,1.6841783300000002
2011/Mar,241.39991484,111.06599594,76.91466809,69.0049748,55.32099884,54.91984532,42.147954090000006,40.78602482,37.65801221,29.96467113,29.193123800000002,21.051962550000002,17.702137739999998,14.970286869999999,16.41489676,15.156900720000001,13.24393373,13.18765173,13.17854652,12.323295289999999,10.95454577,6.6914727,7.41370596,4.674947019999999,2.80144623,1.27612086,1.91670022
2011/Abr,229.82123445,106.09432928,74.23293737,66.22506829,55.806371229999996,54.32403931,41.30124311,39.12331067,35.6833873,26.87381669,27.29475931,20.42785983,16.397384199999998,13.98461576,15.02195587,14.830081289999999,12.611967810000001,12.67841726,12.26024974,11.87588432,10.529645039999998,6.940307059999999,7.0526963,5.087527809999999,2.67280331,1.37994219,1.9619760400000001
2011/Mai,250.79356977,115.48719935,81.70902105,72.17266973999999,59.07137086,56.094527670000005,43.51473075,42.6303664,37.26004655,27.667551539999998,27.75932787,20.394245379999997,17.70742211,15.30939475,15.64387548,15.03980335,13.43513924,12.67520511,13.92954592,12.16003615,10.10549401,7.30390916,7.3479721200000006,4.72419254,3.1355212999999997,1.67912267,1.86883595
2011/Jun,236.80748884,110.06246087999999,74.99429281,70.77099238,55.20597121,52.21171168,40.56319168,40.9450347,35.86732804,26.40330655,26.45884752,19.651953640000002,17.61897632,14.67497435,14.73275629,14.53359349,12.9952725,12.16007686,13.07777057,11.89646692,9.96635903,6.57115861,7.195700990000001,4.69011205,2.71904465,1.77032467,1.6443998400000002
2011/Jul,240.198575,110.09695971,77.03153232,70.83535817,54.55125819,55.14466828,43.39178215,41.80544193,35.17821683,26.844970280000002,25.646178940000002,19.99670068,17.45588616,14.91168635,14.671783099999999,14.15227774,13.18712848,11.9190673,12.38468224,11.90691401,9.97284716,6.75862662,6.692342099999999,4.31948817,2.81455089,1.64615739,1.75461159
2011/Ago,247.77001622,114.96708294,80.71111215,73.67439094,57.979288329999996,62.94118275,45.71825949,43.011356979999995,37.36468023,28.86759387,27.348214640000002,21.58070366,19.18861012,15.09185751,15.63726411,16.20328214,12.77517856,12.15912451,13.50551697,12.51643155,9.96589392,7.010745780000001,7.35456365,4.778472219999999,2.92352936,1.6563795,1.89626648
2011/Set,233.27928679,109.7605262,75.62824777,68.3459745,53.22438392,55.09556114,40.91283126,39.87985008,35.23907035,27.69662704,27.12207856,20.245794420000003,16.778443829999997,14.66346645,15.35748301,15.54533316,12.413572779999999,12.56283487,12.25097037,11.99745495,9.86103002,6.23686339,7.001655769999999,4.20280584,2.80454695,1.80245034,1.8057833
2011/Out,232.14220382,111.44529868000001,77.69067156,70.41113431999999,53.04003842,56.91992905,42.8573882,41.062664170000005,36.94796107,28.804485460000002,27.151997820000002,20.33376864,17.4914937,14.558218980000001,14.985747960000001,14.984401720000001,12.26428991,12.20349551,12.51091909,12.37370966,10.20664146,6.64298253,7.163042269999999,4.372265769999999,2.7732029799999998,1.85613144,1.89007125
2011/Nov,223.376817,107.45512344,75.10279758,68.00892209999999,49.79522774,53.594727479999996,42.48770305,39.076312009999995,34.802724850000004,26.65107197,27.07676656,20.641565649999997,17.52715196,14.19870051,14.98977707,14.51763925,12.36356612,12.160989359999999,11.79479534,12.03504067,10.735915349999999,6.49091725,7.38743212,4.38902581,2.71116825,1.65552198,1.82448966
2011/Dez,208.27518655,107.70719905,69.16536612,65.69203928,47.978400439999994,52.88458916,40.12885685,36.8189051,33.07764992,24.57896148,25.93560325,20.04205218,16.29780756,12.53358682,14.06849989,13.66013957,11.847750529999999,11.60873533,11.053272199999999,11.17633425,8.70276618,6.77433441,6.91893772,4.04533934,2.76518744,1.62035106,1.59620103
2012/Jan,236.79309761000002,119.72912395,74.22395949,71.52379574,66.70478522,56.2368708,42.61636472,40.49470922,36.09685716,27.68435119,26.931701789999998,21.66784268,17.14805304,13.94918034,14.50113633,15.24341025,12.70824294,12.83414049,12.15118251,11.610941960000002,10.037664679999999,7.21287209,6.91162924,4.47272153,2.80427511,1.60553638,1.87646636
2012/Fev,219.39194971,107.15208811,72.96620862,64.13504124,47.2710405,51.30319823,39.879763090000004,39.17412019,32.14262723,26.636417690000002,25.38931074,19.843187399999998,16.78661791,13.731504699999999,13.78588574,14.058287029999999,12.25835015,11.61110159,11.536047609999999,11.14514692,8.9777281,6.6892855,6.8613057,4.4174862,2.46038333,1.62515947,1.79017691
